Id,SalePrice
2739,168622.77461775497
2509,178992.58131327317
1007,224219.22996483068
2610,186444.00655554846
1952,110886.77935075643
2719,170894.41649402562
2921,94109.88161923399
1966,123464.7592395689
292,139201.3741200136
1204,195108.5782777834
1829,244101.7129223884
2419,195280.74767342815
391,169269.59737650596
798,117723.10619799409
481,213325.917691315
193,224328.37430924614
555,119231.36797178374
899,61504.04992112494
2357,190872.4439771945
328,122747.17679376702
1356,90854.74264038994
1154,106379.34711794346
1730,196315.84065282153
2249,152351.35173026496
1119,267087.4485985476
2856,145511.6972427502
1394,121476.00768055557
2587,129695.1937415502
61,330121.2517948271
2661,186970.6918393736
2711,126747.1816804166
1147,195202.29388930084
757,149355.89103093586
2623,80434.97251431254
2378,167462.6323628127
1413,132583.3101397034
1722,227321.39313087432
1112,230698.5977520431
1623,181141.47131427386
1201,202437.34794471116
1513,116744.01551710337
957,250490.59848560143
1171,272325.3553446313
1145,206431.70733815036
2726,221565.64750963938
703,158117.10948833358
760,124376.88248342124
1964,127054.80824619299
2512,191602.3185069773
159,133136.3395599177
1281,164111.26194668625
468,205384.8258984101
290,135572.35845123022
665,129268.666581486
1463,286564.50819778687
1792,222660.36055939016
923,128247.07475370122
500,277278.2539302196
1408,126510.23534680839
331,86256.31057026575
170,126787.26397029939
2192,106390.56871117151
2571,331634.55537207134
2314,171273.72476321628
2647,109039.69689428475
422,387942.04861065804
2457,350775.964394613
1838,221290.4253655309
2805,262679.49621386314
1645,161683.35207879054
1711,300663.6185425082
2825,276282.40628666803
322,350378.3669226807
2103,274353.99119405175
342,124378.53149605409
600,108288.17079233454
488,185796.59806593216
1725,332802.31807304773
2246,253749.62010779517
2847,154124.5302647439
806,257695.4282875512
530,247081.33776001318
963,201768.55185227748
2678,101339.75487633183
171,90894.94977285236
2401,395217.9173162872
805,226648.13771737885
2259,202195.14145060087
1748,200129.0554722852
1361,132625.1534979312
1677,118025.25970017427
1406,157196.98835764683
2322,248999.9927317541
688,150088.61244305177
143,130720.00406664528
804,216459.1960867428
1214,146780.19830852473
2828,134467.51483512484
1999,207016.18417770683
2467,194564.70619068126
2665,166950.32626073092
1538,333942.4172011165
398,110935.61532993737
2822,133644.53578333854
2157,156359.51404388336
1856,187877.04411704734
1269,89268.31593127962
2570,112350.47718948155
2320,262519.9218209165
1517,125238.93742257217
2304,107264.31850200752
1312,98128.6737576219
2012,143284.44323740713
506,239620.01375049318
2865,202986.83510924835
2367,115367.9961732367
554,108150.02407994046
238,131902.58911627845
1954,108084.8076167615
2488,130983.33802965167
2291,94109.88161923399
1969,80535.30412679812
2725,153450.48994540836
1482,170711.35309664853
2763,208627.96587496344
503,245815.44761730602
1584,246971.05349639728
1531,172310.9376991481
2210,177961.01965673792
459,335509.9356506115
556,119056.27345109783
1347,151223.61333649233
1290,82595.68147796456
1388,97236.87497057533
1571,177915.79403489185
2754,215321.0132563298
765,125164.06945406372
2494,116875.1273455495
2870,187719.09155304084
7,215374.01421963127
1114,256908.07591286214
2418,286240.2949924365
291,91823.5501961988
18,326955.755375828
39,337681.4246495199
1001,264237.3470776941
2442,247082.408294765
616,145693.02951281072
2680,58378.32245788968
1414,112336.65530986816
289,165512.13785269402
40,247720.25195894245
860,120627.41538742592
409,142123.54206363598
673,149816.32564567393
2427,185267.4201283715
2036,206292.51023806806
2564,138853.50240349415
642,162761.32114095066
1008,173604.3860291809
1908,139644.31719702407
2519,204735.9721815203
1369,95256.04616234213
2855,160143.665670029
712,99205.54475659097
1943,105572.27762732888
1958,149216.78448341647
107,186485.87588592182
2295,176752.88749186436
704,92241.3717416682
676,146019.79784052388
259,177122.99770947406
93,280989.94408565335
106,251916.630530625
2315,180634.9212234832
1050,103965.65389700077
1095,212924.08081958367
2709,143521.32996125505
758,168250.54621565214
1496,146925.39678745728
2370,118025.25970017427
2458,269064.2797056296
2733,142143.01972926065
161,282185.59645258513
726,162003.4244430603
845,218235.28322925512
947,263033.1745489015
2232,93177.50794827513
2563,131273.13560072688
2299,128097.89425541105
211,99730.77425574372
605,173239.6216690322
1478,214849.09499986685
2247,255794.05646544538
2274,184853.58156678337
2869,194605.4217460876
967,222683.2636152894
2656,100939.65276347531
667,207034.19597348804
1042,110589.31454966386
2023,171236.15774568793
2447,372312.80392972333
2055,109860.93138098676
2275,286418.7760275646
2204,186529.9184357479
1563,266112.80134877196
483,223991.40878291242
796,153762.55321351282
1526,152939.09366984846
2042,173370.63465780407
442,338334.13737532037
1693,319990.08156905987
1468,234272.69441431097
1430,179510.34152535678
2605,180780.65300767665
1529,194930.8055509791
335,124586.57960081805
1287,119255.98944263131
31,104348.47876807145
1785,296694.0443025406
82,167423.0231968605
2620,138288.1375766605
252,195745.23485386983
721,96803.34938361013
2165,204960.25669542933
2316,170081.3596183084
775,133499.2096722572
1558,123386.54108156392
17,204556.25155249296
1022,253840.15512305388
925,131837.22015957613
438,292326.80724498973
1270,132791.89377399156
1272,112415.9291348122
215,159099.63664823893
266,236063.18250029173
2402,278575.96591558715
1250,134698.18505940196
1984,109273.42680082278
1279,134707.1005575693
377,251642.9460290781
1252,118135.25921595981
2156,263227.2244657654
499,299061.0763173914
1374,134201.88301706396
2898,235901.75739925052
401,110935.61532993737
2721,159486.84259998152
2078,252152.33418920223
2589,113793.45521358238
1946,226986.69103992108
1334,120225.00379670755
2781,247874.28479842347
431,370506.67122895503
576,218759.77066294086
1474,207740.50630253524
2254,128330.48896864429
2155,275914.7506272064
885,103801.77823249507
643,126913.98522984365
1944,133081.3969625234
480,220630.67569930706
2845,112687.11283331981
2387,313192.3283804978
2407,224306.81719396712
2527,166551.82805096346
2514,176539.98976070777
629,165704.31793213787
80,211958.9150144456
1876,138180.97757294725
1546,102195.3862617421
2518,185709.77969322662
2347,166055.6683105552
783,192005.82328254136
1322,64041.99410503043
194,104001.29075737222
1770,279332.7029135086
2143,147432.02440978138
1229,205841.28113608097
511,272728.40022217727
46,224157.56824352365
1348,183608.89234690473
2465,202329.3077570235
387,249351.7274618378
873,220174.1862426789
1918,101480.57857745458
2764,249722.5680655967
2184,99104.13611658075
934,171330.08683096827
1920,114173.81546616845
2631,140603.66691479
1768,539929.5364372025
2040,116938.46809690195
1749,235698.3942521384
834,239786.92676789605
1457,250249.93714914954
79,115709.79909521027
2302,101075.09437600529
1817,144994.27481261807
2755,239128.74108335504
359,182698.10235787375
2059,108512.56515968556
2092,250163.74509693572
2516,249316.9817866233
150,96106.04776269477
1656,132063.18537650752
83,108364.9317872537
2411,202300.13603823166
795,80622.03292199186
2312,241506.46380936838
2917,120809.52384005836
1624,191676.99005334615
2215,281040.8433617285
1211,150025.57086297724
1485,175495.29944757023
1024,172101.73779395246
570,209912.83688612108
2874,135752.35666411754
700,153693.8855605453
2756,222848.6735967938
2022,176326.97772307333
583,216353.27436789946
2392,352577.22751000576
2424,213785.56596691266
212,92533.35280464508
736,122900.62229288567
1610,152899.97327314012
890,117249.65819456999
467,203639.84454343404
578,248520.61652203382
1747,185991.66369301477
1149,183150.4563245545
2758,235454.88761146984
857,129450.18138149782
2219,272500.8075024609
733,116269.67521203274
2909,130628.97050191235
1798,281017.1260381291
235,114487.53469915612
2366,146101.5661583917
1027,130568.39304072486
1195,133833.87695352535
1303,79126.83928911597
148,169598.7539519319
608,163760.89263947573
2515,214083.7100381736
821,298548.057998037
2500,276398.249611087
745,108540.65267257852
741,130684.38345506263
1611,131278.81079357758
2532,116850.60857368296
1081,228021.6640091503
1692,395639.59078725416
2520,205312.6760418794
276,87010.89572818793
1992,128795.34716960671
663,49724.09407774951
418,119728.18560256006
1733,205259.076786222
2359,135359.66905828565
253,198585.39478310017
1518,168109.5449338606
2035,177976.9151905339
2919,80512.00258928176
1540,209897.0756652836
2120,153319.55937309976
1674,208242.6795509021
256,128110.028785336
2361,96862.28598425252
978,99854.18960021797
2280,147940.1827400533
2095,233547.68537773174
1709,315635.944828274
2801,231861.93063186517
1246,114179.66514819476
2373,112330.37887989695
1055,259494.96870341647
2017,131374.5713432025
1099,265725.3213518512
1344,76568.83387702407
835,152457.24042560437
1117,227149.88215739647
2043,109954.72179454335
2085,137766.3603624681
410,168456.69306194223
2650,111096.35975432594
2867,165854.8890825681
1668,112150.12172037514
1161,191699.6826506987
2122,187531.40051906626
2539,130433.74398596544
1047,143967.05437391554
1445,124426.05444427021
541,128345.68278225459
569,236474.3235069138
1276,135930.67213740124
918,152791.03482325835
326,178533.55755047698
1936,125543.7882633275
895,99214.77316504781
257,146751.46431165223
1241,171910.2943883025
1545,114998.22984214284
1189,180135.70589063596
270,156359.51404388336
2066,191366.8766135914
693,111644.74019325897
1259,195281.86242444447
2916,138359.62636769906
2321,280369.08105334284
1977,108661.5982862346
1895,152458.31956338926
1240,154342.0399365318
85,149308.45840776773
1823,102668.30382419575
825,282803.1648978559
110,233684.70477364789
697,130827.89511566208
2297,99100.98655714386
1231,125246.2846960221
1355,118317.07142507966
968,333218.6740007972
584,225291.8230769465
1315,117527.85266620532
1606,123736.88126641721
206,119687.15974783889
1685,329262.4576450548
2016,136796.32270398422
869,219058.63289611338
2135,128046.69485025405
2346,179302.1633119041
2430,233597.27870913036
2198,96347.7731007344
2652,122513.18804742611
27,109186.84759649844
241,167324.4120824766
906,139973.68528756173
1506,118770.43060045346
2098,342631.36938223033
1435,213438.10407088138
2213,120172.37152717158
1274,140805.5659782536
743,36975.17513706615
1737,199713.36138227314
2797,275054.4871840657
2185,50180.90110828607
58,169790.7970334482
830,200018.3595860217
808,97949.48859765445
680,135043.51918604597
1153,115523.46490837145
1291,157004.58033720846
1818,140078.93762808846
2161,199946.219841448
1883,126029.8352085021
350,326443.03793931525
2473,138517.43992631958
295,157553.30991203774
293,201055.853892566
859,120531.54452729758
288,89466.87715930626
1578,141294.54674214573
102,179762.74113578093
2831,187941.87060594908
1030,173488.9436267889
2551,121933.21653230849
1286,157402.1211829426
958,318719.47196704196
776,119388.8278405706
72,228256.72599412152
2263,261825.3656727685
1866,145877.15619746587
2876,73445.91296997882
2146,277610.22834333626
103,189178.52581447898
1500,134467.51483512484
492,188877.95230788575
167,132168.1266309511
2597,124842.87038105517
2685,139405.52367862756
1035,141556.6316601833
1220,67081.95446784678
2602,175240.1450043689
2159,230251.59755343985
695,153699.97597317473
1109,250155.31039619405
640,181913.96104726155
1652,166379.22468689815
2090,181035.4902186622
1188,184043.4538489646
2345,222636.64839432592
1059,376939.7832774215
2751,246788.3387450382
128,189803.00449956115
1523,179207.77079110418
2925,148972.44077122497
2145,276775.3025081155
1121,217874.38615946443
566,293941.72026835376
565,230714.24215117248
1331,148732.70701991883
2928,105848.56330617558
156,124202.85367511917
797,142152.53232644836
327,94109.88161923399
2859,157917.0417264268
1453,103608.04619931115
1762,319649.29446915654
1868,201566.98077139125
1760,179647.4906444271
1113,266887.2814398893
1812,203006.52057594503
117,141410.7328290795
1142,201897.49171642784
2342,346241.6172924133
927,145156.10658640746
2478,182489.27708858688
655,91670.0727583436
2064,127942.92685197527
369,243829.9727416861
2239,139695.60525704204
2732,207703.12465480802
1653,166582.76851532777
959,214097.45481527154
2395,328908.45274822164
1412,102219.56280574342
271,257381.77134636597
1484,175495.29944757023
1497,141213.5801618516
552,151454.90759075736
2,126602.53829730646
1855,273223.525203208
4,267154.5980324582
2292,163565.58911672948
134,139989.3389183301
646,120486.57082728203
42,307281.570846488
532,222148.10181388835
713,92969.47666711424
2561,116780.90647244605
2360,119749.24397167208
1333,126613.01801427203
1407,197681.385926207
2892,275719.686210321
574,222566.1433822856
1227,173792.49962250004
2591,224838.5676864052
1476,205725.55994317023
1125,275478.42927782296
1446,130151.80406075245
408,111634.78732706944
1101,284464.1731110551
2251,207927.18531978643
373,186858.93798477808
2554,128818.42117319087
2382,268494.99005266104
1985,82307.47464948328
519,211951.62887376238
1093,183985.35710687132
864,274271.75939778454
2889,140324.17473137734
2308,193995.42729982495
986,140023.39869718667
1302,153305.3354779209
585,145571.56142134898
2708,121309.8955962467
147,125412.08507838851
1441,230056.60336496588
383,177774.6777120918
285,150940.50589276326
181,118138.966484543
358,193462.29646815849
780,149932.8437867667
258,196459.7445116366
1865,186318.0338153371
692,118757.36227617651
2902,305607.9390091939
508,263422.61093941063
2638,129319.437012235
36,166511.7317313475
611,172396.11906176963
2281,121478.83891844138
1678,147346.79194290546
1696,402404.6452240942
1557,62055.0409563508
2180,129683.60045629367
1726,231997.52006194822
951,131787.92636958387
267,245467.13410214876
2706,122578.73874352622
2221,194359.8254197169
1357,162464.9686549619
2901,282410.4114156836
347,173308.665226168
2164,194381.00992489973
1586,291272.7257010401
360,178867.03498066968
1769,225214.79415914178
2617,163540.9487483175
1879,153802.3834707739
991,198395.2797379226
1535,118569.49423021972
1191,151185.72467728448
1579,212205.0196045235
1882,126850.50943414329
1510,123673.31875788479
2196,144986.1740341194
1845,194114.5801885461
2336,367568.5442427848
942,102090.06640695786
861,122024.27329237066
2555,105703.54556209123
1392,161988.36398964643
2099,270185.1140212121
1543,143848.61050296517
948,280953.3709507661
1239,153092.57932719222
22,189988.1379968081
2796,239122.73708028364
2747,196826.47779840586
92,290251.7057423752
210,177245.18891768833
1858,222722.88854949188
2228,162814.316528728
447,221624.65732449316
827,243724.21857550798
1649,217328.01554602245
682,119900.4835952993
2698,119043.18106482056
494,158771.23852429006
214,101019.4724782997
2441,246770.59594990424
2679,113796.95303913887
1336,125365.39921357902
465,197211.2571841157
1524,144784.4229495651
2543,120392.65368256671
631,130896.8429864166
2452,300636.09087309695
228,152993.12418797894
126,137066.5323569865
1092,223987.5945146755
1122,215362.0198853311
932,188198.74081055244
1980,83281.2554467413
2171,107694.61812630692
551,157250.34584663538
2768,173511.61290696246
2056,114526.56574044155
1159,347548.42991812393
2645,131327.44255486818
1174,187127.93540718372
2266,231266.70902467886
2462,374437.0729772761
1219,133754.88512722641
2922,178707.1341542632
118,130898.62032652413
474,202546.178954261
2576,139894.5632962663
872,277751.5205746457
1077,233271.4553418383
1536,139691.67136211335
1150,119874.41060619976
2341,276545.4963303205
1931,153918.62736140483
2785,130343.06725148502
2538,116021.4041726818
597,201391.8552415085
464,198804.72640138713
233,221247.29970657756
2169,133346.7695420005
2123,169532.89376599612
1867,157843.6205227662
137,244012.84360963816
515,220243.1740324443
933,131878.15136234183
2784,144148.20604947815
972,161443.16790233256
599,167840.72616085008
2614,126253.1660324299
2582,152890.34979353007
1409,182924.01742475037
175,109452.48055565188
352,196177.244312928
976,119894.52958557586
2134,203387.02248783613
984,93471.72727565432
2396,333621.85700494563
1673,127023.90467678278
404,121872.90733518265
607,169331.40393851325
814,174504.7008713925
868,208113.99706565897
2271,216271.13748576312
1633,250401.25161757634
337,162974.35313627397
2765,155185.26395959817
1746,250181.72457712668
368,312263.1545865179
2806,205752.19024472934
1662,176023.26242865407
1234,217748.1725850164
1373,130796.90487968858
1672,108653.45381442091
1939,131753.58211962477
