,id,pid,ms_subclass,lot_area,lot_shape,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,heating_OthW,heating_Wall,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
10,1044,527451290,160,1680,3,3,2,6,5,1971,1971,232.0,3,3,3.0,3.0,1.0,5.0,387.0,1.0,0.0,96.0,483.0,3,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,4,7,0,0.0,1.0,1.0,264.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,7,2008,85400,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2752,906380150,20,7488,2,3,2,7,5,2005,2005,0.0,4,3,4.0,3.0,3.0,6.0,393.0,1.0,0.0,815.0,1208.0,5,1,4,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,7,0,0.0,0.0,2.0,632.0,3.0,3.0,2,105,58,0,0,0,0,0.0,0.0,0,2,2006,183600,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,807,906226060,70,26400,3,3,2,5,7,1880,2007,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,4,1,3.0,1.0,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,0,6,2009,131000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1177,533236070,160,2645,3,3,2,8,5,1999,2000,456.0,4,3,4.0,3.0,1.0,6.0,813.0,1.0,0.0,147.0,960.0,5,1,4,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,7,0,0.0,1.0,2.0,480.0,3.0,3.0,2,169,0,0,0,0,0,0.0,0.0,0,12,2008,200000,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,1480,907418040,20,9627,3,3,2,7,5,2007,2007,0.0,4,3,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1327.0,1351.0,5,1,4,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0.0,0.0,2.0,610.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0.0,0,6,2008,193000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,324,923202105,20,10114,3,3,2,5,5,2004,2005,0.0,3,3,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1430.0,1430.0,5,1,4,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,7,0,0.0,0.0,2.0,624.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,3,2010,173500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1311,902301140,70,4571,3,3,2,5,5,1916,1950,0.0,3,3,3.0,3.0,1.0,1.0,0.0,1.0,0.0,624.0,624.0,2,0,4,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,7,0,0.0,1.0,3.0,513.0,2.0,2.0,2,0,0,96,0,0,0,0.0,0.0,0,5,2008,98000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,770,905101490,20,8816,3,3,2,5,6,1963,1963,0.0,3,3,3.0,3.0,1.0,3.0,651.0,1.0,0.0,470.0,1121.0,3,1,4,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,7,0,0.0,1.0,2.0,480.0,3.0,3.0,2,0,80,0,0,0,0,0.0,3.0,0,6,2009,139000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,2063,905107140,20,8197,3,3,2,6,5,1977,1977,148.0,3,3,3.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,5,1,4,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,7,1,3.0,0.0,2.0,528.0,3.0,3.0,2,138,0,0,0,0,0,0.0,3.0,0,4,2007,143500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,69,528458070,60,8640,3,3,2,7,5,2009,2009,0.0,3,3,4.0,3.0,2.0,6.0,24.0,1.0,0.0,732.0,756.0,5,1,4,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0.0,1.0,2.0,614.0,3.0,3.0,2,169,45,0,0,0,0,0.0,0.0,0,6,2010,215200,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,2062,905106150,20,8724,3,3,2,5,5,1968,1968,0.0,3,3,4.0,3.0,1.0,4.0,492.0,1.0,0.0,402.0,894.0,4,1,4,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,1,1.0,3.0,2.0,450.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,5,2007,129000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,351,527131030,120,5664,2,3,2,8,5,2000,2000,0.0,4,3,4.0,3.0,1.0,6.0,1158.0,1.0,0.0,343.0,1501.0,5,1,4,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,5.0,3.0,2.0,499.0,3.0,3.0,2,212,59,0,0,0,0,0.0,0.0,0,10,2009,278000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,12,527165230,20,7980,2,3,2,6,7,1992,2007,0.0,3,4,4.0,3.0,1.0,5.0,935.0,1.0,0.0,233.0,1168.0,5,1,4,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,7,0,0.0,3.0,2.0,420.0,3.0,3.0,2,483,21,0,0,0,0,0.0,4.0,500,3,2010,185000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2339,527250040,190,34650,3,3,2,5,5,1955,1955,0.0,3,3,3.0,3.0,2.0,3.0,1056.0,1.0,0.0,0.0,1056.0,3,0,4,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,7,0,0.0,3.0,2.0,572.0,3.0,3.0,2,264,0,0,0,0,0,0.0,0.0,0,1,2006,145000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
